timestamp,paciente_id,paciente_nome,paciente_cpf,hr,spo2,pressao_sys,pressao_dia,temp,resp_freq,status
20:31:52.61,PAC001,João Silva,123.456.789-09,81.0,95.2,143.0,83.0,36.7,16.754600986089706,NORMAL
20:31:52.81,PAC001,João Silva,123.456.789-09,80.0,94.6,152.0,95.0,36.9,19.753591625116133,NORMAL
20:31:53.01,PAC001,João Silva,123.456.789-09,76.0,94.1,131.0,95.0,37.0,15.88883065817909,NORMAL
20:31:53.21,PAC001,João Silva,123.456.789-09,79.0,94.3,165.0,89.0,36.8,17.451533247797386,NORMAL
20:31:53.41,PAC001,João Silva,123.456.789-09,79.0,96.3,139.0,90.0,37.4,18.690840092309955,NORMAL
20:31:53.61,PAC001,João Silva,123.456.789-09,83.0,95.2,137.0,87.0,36.8,18.188383036941897,NORMAL
20:31:53.81,PAC001,João Silva,123.456.789-09,73.0,98.3,144.0,86.0,36.5,12.690286656268462,NORMAL
20:31:54.01,PAC001,João Silva,123.456.789-09,80.0,96.1,135.0,82.0,36.7,19.338043050578786,NORMAL
20:31:54.21,PAC001,João Silva,123.456.789-09,77.0,93.7,143.0,87.0,36.0,15.891410266964376,NORMAL
20:31:54.41,PAC001,João Silva,123.456.789-09,77.0,97.0,160.0,94.0,36.7,13.78694818251666,NORMAL
20:31:54.61,PAC001,João Silva,123.456.789-09,86.0,96.1,145.0,88.0,36.9,15.711279176152114,NORMAL
20:31:54.81,PAC001,João Silva,123.456.789-09,76.0,95.2,145.0,85.0,36.6,16.212860455383794,NORMAL
20:31:55.01,PAC001,João Silva,123.456.789-09,77.0,98.3,124.0,93.0,37.2,11.853219535183701,NORMAL
20:31:55.21,PAC001,João Silva,123.456.789-09,77.0,95.4,134.0,84.0,36.5,19.504540886847245,NORMAL
20:31:55.41,PAC001,João Silva,123.456.789-09,81.0,97.9,151.0,82.0,36.6,16.978749122455834,NORMAL
20:31:55.61,PAC001,João Silva,123.456.789-09,74.0,97.1,143.0,86.0,37.0,16.88852662297208,NORMAL
20:31:55.81,PAC001,João Silva,123.456.789-09,77.0,97.7,136.0,91.0,37.0,15.380907121372019,NORMAL
20:31:56.01,PAC001,João Silva,123.456.789-09,79.0,94.1,152.0,87.0,36.6,18.098018451673777,NORMAL
20:31:56.21,PAC001,João Silva,123.456.789-09,76.0,93.9,133.0,91.0,36.4,19.509588363968728,NORMAL
20:31:56.41,PAC001,João Silva,123.456.789-09,72.0,98.5,147.0,88.0,36.6,16.798272228704143,NORMAL
20:31:56.61,PAC001,João Silva,123.456.789-09,78.0,97.7,146.0,89.0,36.7,15.886108752557865,NORMAL
20:31:56.81,PAC001,João Silva,123.456.789-09,79.0,93.4,134.0,92.0,36.9,15.632033327294641,NORMAL
20:31:57.01,PAC001,João Silva,123.456.789-09,78.0,96.5,141.0,84.0,36.9,14.043254444769936,NORMAL
20:31:57.21,PAC001,João Silva,123.456.789-09,79.0,93.4,153.0,90.0,36.9,17.965381967891027,NORMAL
20:31:57.41,PAC001,João Silva,123.456.789-09,83.0,97.5,130.0,82.0,36.6,16.052182100421668,NORMAL
20:31:57.61,PAC001,João Silva,123.456.789-09,80.0,94.9,146.0,84.0,36.6,13.186677806303555,NORMAL
20:31:57.81,PAC001,João Silva,123.456.789-09,75.0,94.0,137.0,93.0,36.5,21.26476412967478,NORMAL
20:31:58.01,PAC001,João Silva,123.456.789-09,79.0,96.3,138.0,92.0,36.6,16.244019629290722,NORMAL
20:31:58.21,PAC001,João Silva,123.456.789-09,86.0,95.9,154.0,84.0,36.8,19.54160127127102,NORMAL
20:31:58.41,PAC001,João Silva,123.456.789-09,76.0,98.7,151.0,85.0,37.0,17.94510889925346,NORMAL
20:31:58.61,PAC001,João Silva,123.456.789-09,80.0,93.6,139.0,87.0,36.8,17.241344195101355,NORMAL
20:31:58.81,PAC001,João Silva,123.456.789-09,79.0,94.0,148.0,91.0,37.0,18.161561451109243,NORMAL
20:31:59.01,PAC001,João Silva,123.456.789-09,81.0,96.7,144.0,80.0,36.9,16.41537537432622,NORMAL
20:31:59.21,PAC001,João Silva,123.456.789-09,79.0,94.1,136.0,93.0,36.8,17.36300139474525,NORMAL
20:31:59.41,PAC001,João Silva,123.456.789-09,78.0,96.0,153.0,85.0,36.8,15.075449422589916,NORMAL
20:31:59.61,PAC001,João Silva,123.456.789-09,77.0,95.5,147.0,86.0,37.2,14.210785395560992,NORMAL
20:31:59.81,PAC001,João Silva,123.456.789-09,77.0,95.3,157.0,89.0,37.1,13.028879253926057,NORMAL
20:32:00.01,PAC001,João Silva,123.456.789-09,79.0,97.3,146.0,93.0,36.6,18.81869488037116,NORMAL
20:32:00.21,PAC001,João Silva,123.456.789-09,85.0,95.5,141.0,95.0,37.3,14.954279945693463,NORMAL
20:32:00.41,PAC001,João Silva,123.456.789-09,77.0,95.6,134.0,83.0,36.5,14.464404869791743,NORMAL
20:32:00.61,PAC001,João Silva,123.456.789-09,78.0,96.4,157.0,83.0,37.1,15.572022311548983,NORMAL
20:32:00.81,PAC001,João Silva,123.456.789-09,78.0,97.0,136.0,90.0,36.8,16.9849025280163,NORMAL
20:32:01.01,PAC001,João Silva,123.456.789-09,79.0,99.7,140.0,85.0,36.6,14.88904576167949,NORMAL
20:32:01.21,PAC001,João Silva,123.456.789-09,76.0,97.8,156.0,85.0,36.6,16.942831112772808,NORMAL
20:32:01.41,PAC001,João Silva,123.456.789-09,76.0,96.9,147.0,80.0,37.3,19.591755346191043,NORMAL
20:32:01.61,PAC001,João Silva,123.456.789-09,76.0,95.4,147.0,90.0,37.0,20.020409077532697,NORMAL
20:32:01.81,PAC001,João Silva,123.456.789-09,77.0,94.8,134.0,84.0,36.8,19.589115727035576,NORMAL
20:32:02.01,PAC001,João Silva,123.456.789-09,76.0,96.3,145.0,94.0,37.6,14.938262454159359,NORMAL
20:32:02.21,PAC001,João Silva,123.456.789-09,77.0,97.6,150.0,97.0,37.0,15.28141581842588,NORMAL
20:32:02.41,PAC001,João Silva,123.456.789-09,80.0,97.7,152.0,91.0,37.1,18.338591180891346,NORMAL
20:32:02.61,PAC001,João Silva,123.456.789-09,82.0,97.0,144.0,89.0,37.2,14.366128658025527,NORMAL
20:32:02.81,PAC001,João Silva,123.456.789-09,79.0,95.4,145.0,94.0,36.9,16.092873096312296,NORMAL
20:32:03.01,PAC001,João Silva,123.456.789-09,74.0,97.1,150.0,99.0,36.7,16.43830065532788,NORMAL
20:32:03.21,PAC001,João Silva,123.456.789-09,79.0,98.4,144.0,89.0,37.0,16.373218246312717,NORMAL
20:32:03.41,PAC001,João Silva,123.456.789-09,77.0,96.3,154.0,83.0,36.8,14.599758370121654,NORMAL
20:32:03.61,PAC001,João Silva,123.456.789-09,82.0,93.7,141.0,90.0,37.3,15.868499477854025,NORMAL
20:32:03.81,PAC001,João Silva,123.456.789-09,76.0,98.8,133.0,77.0,36.9,14.995891551294777,NORMAL
20:32:04.01,PAC001,João Silva,123.456.789-09,75.0,97.1,147.0,85.0,36.4,17.74491465656029,NORMAL
20:32:04.21,PAC001,João Silva,123.456.789-09,80.0,95.9,160.0,83.0,36.3,14.616183860237511,NORMAL
20:32:04.41,PAC001,João Silva,123.456.789-09,78.0,96.4,143.0,90.0,36.4,18.887529208146518,NORMAL
20:32:04.61,PAC001,João Silva,123.456.789-09,78.0,97.7,148.0,90.0,37.0,16.89541712003463,NORMAL
20:32:04.81,PAC001,João Silva,123.456.789-09,80.0,98.0,147.0,92.0,36.8,18.880234430898945,NORMAL
20:32:05.01,PAC001,João Silva,123.456.789-09,76.0,98.7,145.0,81.0,36.8,14.637896685050238,NORMAL
20:32:05.21,PAC001,João Silva,123.456.789-09,81.0,95.0,141.0,79.0,36.7,11.152241346742088,NORMAL
20:32:05.41,PAC001,João Silva,123.456.789-09,73.0,97.1,151.0,90.0,36.5,15.904577287716041,NORMAL
20:32:05.61,PAC001,João Silva,123.456.789-09,78.0,94.3,157.0,92.0,36.7,16.05377167798906,NORMAL
20:32:05.81,PAC001,João Silva,123.456.789-09,79.0,92.9,143.0,85.0,36.5,15.43779941422809,NORMAL
20:32:06.01,PAC001,João Silva,123.456.789-09,83.0,97.0,140.0,91.0,37.2,17.849267365825536,NORMAL
20:32:06.21,PAC001,João Silva,123.456.789-09,78.0,95.0,151.0,90.0,37.1,17.27034360336394,NORMAL
20:32:06.41,PAC001,João Silva,123.456.789-09,81.0,95.2,156.0,89.0,37.4,14.621624363820864,NORMAL
20:32:06.61,PAC001,João Silva,123.456.789-09,83.0,96.3,140.0,86.0,36.7,16.848331892803834,NORMAL
20:32:06.81,PAC001,João Silva,123.456.789-09,80.0,95.1,145.0,99.0,37.3,16.872647339348063,NORMAL
20:32:07.01,PAC001,João Silva,123.456.789-09,78.0,96.2,150.0,83.0,36.7,12.662831852244821,NORMAL
20:32:07.21,PAC001,João Silva,123.456.789-09,79.0,97.0,141.0,96.0,36.4,13.07125023958036,NORMAL
20:32:07.41,PAC001,João Silva,123.456.789-09,79.0,97.6,158.0,86.0,37.1,15.922983060998586,NORMAL
20:32:07.61,PAC001,João Silva,123.456.789-09,77.0,97.3,150.0,80.0,37.2,18.760182708294902,NORMAL
20:32:07.81,PAC001,João Silva,123.456.789-09,76.0,96.6,149.0,89.0,36.6,14.656753264123896,NORMAL
20:32:08.01,PAC001,João Silva,123.456.789-09,78.0,97.8,149.0,86.0,37.0,10.302914758739849,NORMAL
20:32:08.21,PAC001,João Silva,123.456.789-09,81.0,93.4,142.0,82.0,36.4,18.32165357475704,NORMAL
20:32:08.41,PAC001,João Silva,123.456.789-09,77.0,96.5,145.0,90.0,36.8,13.43401555162286,NORMAL
20:32:08.61,PAC001,João Silva,123.456.789-09,81.0,95.3,133.0,86.0,37.3,17.700443484226987,NORMAL
20:32:08.81,PAC001,João Silva,123.456.789-09,77.0,95.5,142.0,98.0,36.9,16.86008329438214,NORMAL
20:32:09.01,PAC001,João Silva,123.456.789-09,81.0,96.4,143.0,87.0,36.8,15.925555526980316,NORMAL
20:32:09.21,PAC001,João Silva,123.456.789-09,80.0,96.1,151.0,88.0,36.8,12.003598630935784,NORMAL
20:32:09.41,PAC001,João Silva,123.456.789-09,81.0,96.5,153.0,74.0,37.4,15.720820743689652,NORMAL
20:32:09.61,PAC001,João Silva,123.456.789-09,81.0,94.4,150.0,83.0,36.6,19.828062707733572,NORMAL
20:32:09.81,PAC001,João Silva,123.456.789-09,77.0,96.3,152.0,90.0,36.8,16.72992200493245,NORMAL
20:32:10.01,PAC001,João Silva,123.456.789-09,85.0,95.9,147.0,93.0,37.1,18.37406061112076,NORMAL
20:32:10.21,PAC001,João Silva,123.456.789-09,80.0,94.3,158.0,82.0,36.9,14.491448299961284,NORMAL
20:32:10.41,PAC001,João Silva,123.456.789-09,78.0,96.5,148.0,90.0,37.3,16.90706860302796,NORMAL
20:32:10.61,PAC001,João Silva,123.456.789-09,77.0,97.4,155.0,82.0,37.0,17.402345484621797,NORMAL
20:32:10.81,PAC001,João Silva,123.456.789-09,77.0,98.1,144.0,89.0,36.7,16.031158095162937,NORMAL
20:32:11.01,PAC001,João Silva,123.456.789-09,75.0,93.8,158.0,84.0,36.5,11.69321977279257,NORMAL
20:32:11.21,PAC001,João Silva,123.456.789-09,76.0,94.0,158.0,93.0,36.6,20.504871610688618,NORMAL
20:32:11.41,PAC001,João Silva,123.456.789-09,81.0,95.5,125.0,99.0,36.4,12.709202506086216,NORMAL
20:32:11.61,PAC001,João Silva,123.456.789-09,81.0,99.7,156.0,91.0,37.0,17.706831117560615,NORMAL
20:32:11.81,PAC001,João Silva,123.456.789-09,80.0,96.4,146.0,88.0,36.6,15.438649846266452,NORMAL
20:32:12.01,PAC001,João Silva,123.456.789-09,73.0,95.9,137.0,82.0,36.9,18.7840045726892,NORMAL
20:32:12.21,PAC001,João Silva,123.456.789-09,81.0,93.6,137.0,93.0,36.5,15.550733700005951,NORMAL
20:32:12.41,PAC001,João Silva,123.456.789-09,80.0,94.5,146.0,81.0,36.6,16.639563868285073,NORMAL
20:32:12.61,PAC001,João Silva,123.456.789-09,73.0,96.7,145.0,91.0,36.9,18.728280859947688,NORMAL
20:32:12.81,PAC001,João Silva,123.456.789-09,78.0,95.4,146.0,91.0,36.8,16.081183382407765,ALERTA
20:32:13.01,PAC001,João Silva,123.456.789-09,80.0,95.0,142.0,97.0,36.4,17.789848753888883,ALERTA
20:32:13.21,PAC001,João Silva,123.456.789-09,86.0,97.9,146.0,89.0,36.5,16.619641420454055,ALERTA
20:32:13.41,PAC001,João Silva,123.456.789-09,85.0,96.6,156.0,87.0,36.8,20.421046003182703,ALERTA
20:32:13.61,PAC001,João Silva,123.456.789-09,85.0,93.9,159.0,101.0,36.6,14.892823516584011,ALERTA
20:32:13.81,PAC001,João Silva,123.456.789-09,83.0,98.4,150.0,87.0,36.6,13.552119466475487,ALERTA
20:32:14.01,PAC001,João Silva,123.456.789-09,85.0,94.8,151.0,80.0,36.9,16.748113139695143,ALERTA
20:32:14.21,PAC001,João Silva,123.456.789-09,87.0,94.2,170.0,90.0,36.6,16.152010782824824,ALERTA
20:32:14.41,PAC001,João Silva,123.456.789-09,83.0,94.6,154.0,81.0,36.8,18.472186350420873,ALERTA
20:32:14.61,PAC001,João Silva,123.456.789-09,87.0,96.9,153.0,86.0,37.2,16.786635678788745,ALERTA
20:32:14.81,PAC001,João Silva,123.456.789-09,85.0,95.5,154.0,87.0,37.0,13.337534092884443,ALERTA
20:32:15.01,PAC001,João Silva,123.456.789-09,82.0,96.8,146.0,77.0,36.9,17.676981548903285,ALERTA
20:32:15.21,PAC001,João Silva,123.456.789-09,84.0,95.9,160.0,87.0,36.9,17.984084699073044,ALERTA
20:32:15.41,PAC001,João Silva,123.456.789-09,82.0,94.9,163.0,84.0,36.8,16.949396465759907,ALERTA
20:32:15.61,PAC001,João Silva,123.456.789-09,80.0,97.2,163.0,91.0,36.8,15.389550591290664,ALERTA
20:32:15.81,PAC001,João Silva,123.456.789-09,82.0,95.7,156.0,91.0,36.8,12.049066867292257,ALERTA
20:32:16.01,PAC001,João Silva,123.456.789-09,83.0,95.8,145.0,91.0,37.3,18.981452273699905,ALERTA
20:32:16.21,PAC001,João Silva,123.456.789-09,84.0,95.5,151.0,86.0,36.7,16.00609204030683,ALERTA
20:32:16.41,PAC001,João Silva,123.456.789-09,86.0,97.8,158.0,81.0,36.0,15.550469196214634,ALERTA
20:32:16.61,PAC001,João Silva,123.456.789-09,74.0,93.3,158.0,92.0,36.6,16.783608010805093,ALERTA
20:32:16.81,PAC001,João Silva,123.456.789-09,77.0,96.3,158.0,91.0,36.8,15.68294085394606,ALERTA
20:32:17.01,PAC001,João Silva,123.456.789-09,86.0,94.6,147.0,84.0,36.7,12.772877204246518,ALERTA
20:32:17.21,PAC001,João Silva,123.456.789-09,91.0,95.7,152.0,93.0,36.6,15.024177183708595,ALERTA
20:32:17.41,PAC001,João Silva,123.456.789-09,93.0,95.1,161.0,89.0,37.2,14.493164259307633,ALERTA
20:32:17.61,PAC001,João Silva,123.456.789-09,85.0,95.0,167.0,89.0,36.7,14.056771922978697,ALERTA
20:32:17.81,PAC001,João Silva,123.456.789-09,88.0,95.0,150.0,91.0,37.2,14.486409822861079,ALERTA
20:32:18.01,PAC001,João Silva,123.456.789-09,80.0,98.3,154.0,87.0,37.2,20.330004689802166,ALERTA
20:32:18.21,PAC001,João Silva,123.456.789-09,82.0,97.4,157.0,89.0,37.3,18.145014674619603,ALERTA
20:32:18.41,PAC001,João Silva,123.456.789-09,80.0,94.7,146.0,78.0,37.4,15.446373400222159,ALERTA
20:32:18.61,PAC001,João Silva,123.456.789-09,84.0,97.2,161.0,85.0,36.7,19.214691152039986,ALERTA
20:32:18.81,PAC001,João Silva,123.456.789-09,82.0,97.1,162.0,94.0,36.9,14.697286212416342,ALERTA
